feature_id,gate_checks_json,failed_gates_json,final_role,decision_reason,gate_recovery_quality,recovery_provenance
EF0086,"{""G01_IN_SCOPE_ROLE"": true, ""G02_ARTICLE_LEVEL"": true, ""G03_PRIMARY_OR_FOUNDATIONAL_EVIDENCE"": true, ""G04_REPRODUCIBLE_DEFINITION_AND_OPERATIONALIZATION"": false, ""G05_PUBLICATION_TIME"": true, ""G06_NO_FUTURE_INFORMATION"": true, ""G07_CURRENT_DATA_READY"": false, ""G08_BIAS_GUARDRAIL"": true, ""G09_NO_FATAL_VALIDITY_CONCERN"": true, ""G10_OUTCOME_BLIND_SELECTION"": true, ""G11_DATA_QUALITY_PASS"": false, ""G12_NONCONSTANT"": false, ""G13_ENGLISH_FULLTEXT_FORMULA_EVIDENCE"": false, ""G14_INDEPENDENT_SECOND_REVIEW_APPROVAL"": false}","[""G04_REPRODUCIBLE_DEFINITION_AND_OPERATIONALIZATION"", ""G07_CURRENT_DATA_READY"", ""G11_DATA_QUALITY_PASS"", ""G12_NONCONSTANT"", ""G13_ENGLISH_FULLTEXT_FORMULA_EVIDENCE"", ""G14_INDEPENDENT_SECOND_REVIEW_APPROVAL""]",excluded,RECOVERED_GATE_FAILURE,exact_for_frozen_set_membership_not_original_per_gate_bytes,codex_session_log_nested_membership
EF0087,"{""G01_IN_SCOPE_ROLE"": true, ""G02_ARTICLE_LEVEL"": true, ""G03_PRIMARY_OR_FOUNDATIONAL_EVIDENCE"": false, ""G04_REPRODUCIBLE_DEFINITION_AND_OPERATIONALIZATION"": false, ""G05_PUBLICATION_TIME"": false, ""G06_NO_FUTURE_INFORMATION"": true, ""G07_CURRENT_DATA_READY"": false, ""G08_BIAS_GUARDRAIL"": true, ""G09_NO_FATAL_VALIDITY_CONCERN"": true, ""G10_OUTCOME_BLIND_SELECTION"": true, ""G11_DATA_QUALITY_PASS"": false, ""G12_NONCONSTANT"": false, ""G13_ENGLISH_FULLTEXT_FORMULA_EVIDENCE"": false, ""G14_INDEPENDENT_SECOND_REVIEW_APPROVAL"": false}","[""G03_PRIMARY_OR_FOUNDATIONAL_EVIDENCE"", ""G04_REPRODUCIBLE_DEFINITION_AND_OPERATIONALIZATION"", ""G05_PUBLICATION_TIME"", ""G07_CURRENT_DATA_READY"", ""G11_DATA_QUALITY_PASS"", ""G12_NONCONSTANT"", ""G13_ENGLISH_FULLTEXT_FORMULA_EVIDENCE"", ""G14_INDEPENDENT_SECOND_REVIEW_APPROVAL""]",excluded,RECOVERED_GATE_FAILURE,exact_for_frozen_set_membership_not_original_per_gate_bytes,codex_session_log_nested_membership
EF0088,"{""G01_IN_SCOPE_ROLE"": true, ""G02_ARTICLE_LEVEL"": true, ""G03_PRIMARY_OR_FOUNDATIONAL_EVIDENCE"": false, ""G04_REPRODUCIBLE_DEFINITION_AND_OPERATIONALIZATION"": false, ""G05_PUBLICATION_TIME"": false, ""G06_NO_FUTURE_INFORMATION"": true, ""G07_CURRENT_DATA_READY"": false, ""G08_BIAS_GUARDRAIL"": true, ""G09_NO_FATAL_VALIDITY_CONCERN"": true, ""G10_OUTCOME_BLIND_SELECTION"": true, ""G11_DATA_QUALITY_PASS"": false, ""G12_NONCONSTANT"": false, ""G13_ENGLISH_FULLTEXT_FORMULA_EVIDENCE"": false, ""G14_INDEPENDENT_SECOND_REVIEW_APPROVAL"": false}","[""G03_PRIMARY_OR_FOUNDATIONAL_EVIDENCE"", ""G04_REPRODUCIBLE_DEFINITION_AND_OPERATIONALIZATION"", ""G05_PUBLICATION_TIME"", ""G07_CURRENT_DATA_READY"", ""G11_DATA_QUALITY_PASS"", ""G12_NONCONSTANT"", ""G13_ENGLISH_FULLTEXT_FORMULA_EVIDENCE"", ""G14_INDEPENDENT_SECOND_REVIEW_APPROVAL""]",excluded,RECOVERED_GATE_FAILURE,exact_for_frozen_set_membership_not_original_per_gate_bytes,codex_session_log_nested_membership
EF0089,"{""G01_IN_SCOPE_ROLE"": true, ""G02_ARTICLE_LEVEL"": true, ""G03_PRIMARY_OR_FOUNDATIONAL_EVIDENCE"": true, ""G04_REPRODUCIBLE_DEFINITION_AND_OPERATIONALIZATION"": false, ""G05_PUBLICATION_TIME"": true, ""G06_NO_FUTURE_INFORMATION"": true, ""G07_CURRENT_DATA_READY"": false, ""G08_BIAS_GUARDRAIL"": true, ""G09_NO_FATAL_VALIDITY_CONCERN"": true, ""G10_OUTCOME_BLIND_SELECTION"": true, ""G11_DATA_QUALITY_PASS"": false, ""G12_NONCONSTANT"": false, ""G13_ENGLISH_FULLTEXT_FORMULA_EVIDENCE"": false, ""G14_INDEPENDENT_SECOND_REVIEW_APPROVAL"": false}","[""G04_REPRODUCIBLE_DEFINITION_AND_OPERATIONALIZATION"", ""G07_CURRENT_DATA_READY"", ""G11_DATA_QUALITY_PASS"", ""G12_NONCONSTANT"", ""G13_ENGLISH_FULLTEXT_FORMULA_EVIDENCE"", ""G14_INDEPENDENT_SECOND_REVIEW_APPROVAL""]",excluded,RECOVERED_GATE_FAILURE,exact_for_frozen_set_membership_not_original_per_gate_bytes,codex_session_log_nested_membership
EF0090,"{""G01_IN_SCOPE_ROLE"": true, ""G02_ARTICLE_LEVEL"": true, ""G03_PRIMARY_OR_FOUNDATIONAL_EVIDENCE"": false, ""G04_REPRODUCIBLE_DEFINITION_AND_OPERATIONALIZATION"": false, ""G05_PUBLICATION_TIME"": false, ""G06_NO_FUTURE_INFORMATION"": true, ""G07_CURRENT_DATA_READY"": false, ""G08_BIAS_GUARDRAIL"": true, ""G09_NO_FATAL_VALIDITY_CONCERN"": true, ""G10_OUTCOME_BLIND_SELECTION"": true, ""G11_DATA_QUALITY_PASS"": false, ""G12_NONCONSTANT"": false, ""G13_ENGLISH_FULLTEXT_FORMULA_EVIDENCE"": false, ""G14_INDEPENDENT_SECOND_REVIEW_APPROVAL"": false}","[""G03_PRIMARY_OR_FOUNDATIONAL_EVIDENCE"", ""G04_REPRODUCIBLE_DEFINITION_AND_OPERATIONALIZATION"", ""G05_PUBLICATION_TIME"", ""G07_CURRENT_DATA_READY"", ""G11_DATA_QUALITY_PASS"", ""G12_NONCONSTANT"", ""G13_ENGLISH_FULLTEXT_FORMULA_EVIDENCE"", ""G14_INDEPENDENT_SECOND_REVIEW_APPROVAL""]",excluded,RECOVERED_GATE_FAILURE,exact_for_frozen_set_membership_not_original_per_gate_bytes,codex_session_log_nested_membership
EF0091,"{""G01_IN_SCOPE_ROLE"": true, ""G02_ARTICLE_LEVEL"": true, ""G03_PRIMARY_OR_FOUNDATIONAL_EVIDENCE"": false, ""G04_REPRODUCIBLE_DEFINITION_AND_OPERATIONALIZATION"": false, ""G05_PUBLICATION_TIME"": false, ""G06_NO_FUTURE_INFORMATION"": true, ""G07_CURRENT_DATA_READY"": false, ""G08_BIAS_GUARDRAIL"": true, ""G09_NO_FATAL_VALIDITY_CONCERN"": true, ""G10_OUTCOME_BLIND_SELECTION"": true, ""G11_DATA_QUALITY_PASS"": false, ""G12_NONCONSTANT"": false, ""G13_ENGLISH_FULLTEXT_FORMULA_EVIDENCE"": false, ""G14_INDEPENDENT_SECOND_REVIEW_APPROVAL"": false}","[""G03_PRIMARY_OR_FOUNDATIONAL_EVIDENCE"", ""G04_REPRODUCIBLE_DEFINITION_AND_OPERATIONALIZATION"", ""G05_PUBLICATION_TIME"", ""G07_CURRENT_DATA_READY"", ""G11_DATA_QUALITY_PASS"", ""G12_NONCONSTANT"", ""G13_ENGLISH_FULLTEXT_FORMULA_EVIDENCE"", ""G14_INDEPENDENT_SECOND_REVIEW_APPROVAL""]",excluded,RECOVERED_GATE_FAILURE,exact_for_frozen_set_membership_not_original_per_gate_bytes,codex_session_log_nested_membership
EF0092,"{""G01_IN_SCOPE_ROLE"": true, ""G02_ARTICLE_LEVEL"": true, ""G03_PRIMARY_OR_FOUNDATIONAL_EVIDENCE"": false, ""G04_REPRODUCIBLE_DEFINITION_AND_OPERATIONALIZATION"": false, ""G05_PUBLICATION_TIME"": false, ""G06_NO_FUTURE_INFORMATION"": true, ""G07_CURRENT_DATA_READY"": false, ""G08_BIAS_GUARDRAIL"": true, ""G09_NO_FATAL_VALIDITY_CONCERN"": true, ""G10_OUTCOME_BLIND_SELECTION"": true, ""G11_DATA_QUALITY_PASS"": false, ""G12_NONCONSTANT"": false, ""G13_ENGLISH_FULLTEXT_FORMULA_EVIDENCE"": false, ""G14_INDEPENDENT_SECOND_REVIEW_APPROVAL"": false}","[""G03_PRIMARY_OR_FOUNDATIONAL_EVIDENCE"", ""G04_REPRODUCIBLE_DEFINITION_AND_OPERATIONALIZATION"", ""G05_PUBLICATION_TIME"", ""G07_CURRENT_DATA_READY"", ""G11_DATA_QUALITY_PASS"", ""G12_NONCONSTANT"", ""G13_ENGLISH_FULLTEXT_FORMULA_EVIDENCE"", ""G14_INDEPENDENT_SECOND_REVIEW_APPROVAL""]",excluded,RECOVERED_GATE_FAILURE,exact_for_frozen_set_membership_not_original_per_gate_bytes,codex_session_log_nested_membership
EF0093,"{""G01_IN_SCOPE_ROLE"": true, ""G02_ARTICLE_LEVEL"": true, ""G03_PRIMARY_OR_FOUNDATIONAL_EVIDENCE"": true, ""G04_REPRODUCIBLE_DEFINITION_AND_OPERATIONALIZATION"": false, ""G05_PUBLICATION_TIME"": true, ""G06_NO_FUTURE_INFORMATION"": true, ""G07_CURRENT_DATA_READY"": false, ""G08_BIAS_GUARDRAIL"": true, ""G09_NO_FATAL_VALIDITY_CONCERN"": true, ""G10_OUTCOME_BLIND_SELECTION"": true, ""G11_DATA_QUALITY_PASS"": false, ""G12_NONCONSTANT"": false, ""G13_ENGLISH_FULLTEXT_FORMULA_EVIDENCE"": false, ""G14_INDEPENDENT_SECOND_REVIEW_APPROVAL"": false}","[""G04_REPRODUCIBLE_DEFINITION_AND_OPERATIONALIZATION"", ""G07_CURRENT_DATA_READY"", ""G11_DATA_QUALITY_PASS"", ""G12_NONCONSTANT"", ""G13_ENGLISH_FULLTEXT_FORMULA_EVIDENCE"", ""G14_INDEPENDENT_SECOND_REVIEW_APPROVAL""]",excluded,RECOVERED_GATE_FAILURE,exact_for_frozen_set_membership_not_original_per_gate_bytes,codex_session_log_nested_membership
EF0094,"{""G01_IN_SCOPE_ROLE"": true, ""G02_ARTICLE_LEVEL"": true, ""G03_PRIMARY_OR_FOUNDATIONAL_EVIDENCE"": true, ""G04_REPRODUCIBLE_DEFINITION_AND_OPERATIONALIZATION"": false, ""G05_PUBLICATION_TIME"": true, ""G06_NO_FUTURE_INFORMATION"": true, ""G07_CURRENT_DATA_READY"": false, ""G08_BIAS_GUARDRAIL"": true, ""G09_NO_FATAL_VALIDITY_CONCERN"": true, ""G10_OUTCOME_BLIND_SELECTION"": true, ""G11_DATA_QUALITY_PASS"": false, ""G12_NONCONSTANT"": false, ""G13_ENGLISH_FULLTEXT_FORMULA_EVIDENCE"": false, ""G14_INDEPENDENT_SECOND_REVIEW_APPROVAL"": false}","[""G04_REPRODUCIBLE_DEFINITION_AND_OPERATIONALIZATION"", ""G07_CURRENT_DATA_READY"", ""G11_DATA_QUALITY_PASS"", ""G12_NONCONSTANT"", ""G13_ENGLISH_FULLTEXT_FORMULA_EVIDENCE"", ""G14_INDEPENDENT_SECOND_REVIEW_APPROVAL""]",excluded,RECOVERED_GATE_FAILURE,exact_for_frozen_set_membership_not_original_per_gate_bytes,codex_session_log_nested_membership
EF0095,"{""G01_IN_SCOPE_ROLE"": true, ""G02_ARTICLE_LEVEL"": true, ""G03_PRIMARY_OR_FOUNDATIONAL_EVIDENCE"": false, ""G04_REPRODUCIBLE_DEFINITION_AND_OPERATIONALIZATION"": false, ""G05_PUBLICATION_TIME"": false, ""G06_NO_FUTURE_INFORMATION"": true, ""G07_CURRENT_DATA_READY"": false, ""G08_BIAS_GUARDRAIL"": true, ""G09_NO_FATAL_VALIDITY_CONCERN"": true, ""G10_OUTCOME_BLIND_SELECTION"": true, ""G11_DATA_QUALITY_PASS"": false, ""G12_NONCONSTANT"": false, ""G13_ENGLISH_FULLTEXT_FORMULA_EVIDENCE"": false, ""G14_INDEPENDENT_SECOND_REVIEW_APPROVAL"": false}","[""G03_PRIMARY_OR_FOUNDATIONAL_EVIDENCE"", ""G04_REPRODUCIBLE_DEFINITION_AND_OPERATIONALIZATION"", ""G05_PUBLICATION_TIME"", ""G07_CURRENT_DATA_READY"", ""G11_DATA_QUALITY_PASS"", ""G12_NONCONSTANT"", ""G13_ENGLISH_FULLTEXT_FORMULA_EVIDENCE"", ""G14_INDEPENDENT_SECOND_REVIEW_APPROVAL""]",excluded,RECOVERED_GATE_FAILURE,exact_for_frozen_set_membership_not_original_per_gate_bytes,codex_session_log_nested_membership
EF0096,"{""G01_IN_SCOPE_ROLE"": true, ""G02_ARTICLE_LEVEL"": true, ""G03_PRIMARY_OR_FOUNDATIONAL_EVIDENCE"": false, ""G04_REPRODUCIBLE_DEFINITION_AND_OPERATIONALIZATION"": false, ""G05_PUBLICATION_TIME"": false, ""G06_NO_FUTURE_INFORMATION"": true, ""G07_CURRENT_DATA_READY"": false, ""G08_BIAS_GUARDRAIL"": true, ""G09_NO_FATAL_VALIDITY_CONCERN"": true, ""G10_OUTCOME_BLIND_SELECTION"": true, ""G11_DATA_QUALITY_PASS"": false, ""G12_NONCONSTANT"": false, ""G13_ENGLISH_FULLTEXT_FORMULA_EVIDENCE"": false, ""G14_INDEPENDENT_SECOND_REVIEW_APPROVAL"": false}","[""G03_PRIMARY_OR_FOUNDATIONAL_EVIDENCE"", ""G04_REPRODUCIBLE_DEFINITION_AND_OPERATIONALIZATION"", ""G05_PUBLICATION_TIME"", ""G07_CURRENT_DATA_READY"", ""G11_DATA_QUALITY_PASS"", ""G12_NONCONSTANT"", ""G13_ENGLISH_FULLTEXT_FORMULA_EVIDENCE"", ""G14_INDEPENDENT_SECOND_REVIEW_APPROVAL""]",excluded,RECOVERED_GATE_FAILURE,exact_for_frozen_set_membership_not_original_per_gate_bytes,codex_session_log_nested_membership
EF0097,"{""G01_IN_SCOPE_ROLE"": true, ""G02_ARTICLE_LEVEL"": true, ""G03_PRIMARY_OR_FOUNDATIONAL_EVIDENCE"": false, ""G04_REPRODUCIBLE_DEFINITION_AND_OPERATIONALIZATION"": false, ""G05_PUBLICATION_TIME"": false, ""G06_NO_FUTURE_INFORMATION"": true, ""G07_CURRENT_DATA_READY"": false, ""G08_BIAS_GUARDRAIL"": true, ""G09_NO_FATAL_VALIDITY_CONCERN"": true, ""G10_OUTCOME_BLIND_SELECTION"": true, ""G11_DATA_QUALITY_PASS"": false, ""G12_NONCONSTANT"": false, ""G13_ENGLISH_FULLTEXT_FORMULA_EVIDENCE"": false, ""G14_INDEPENDENT_SECOND_REVIEW_APPROVAL"": false}","[""G03_PRIMARY_OR_FOUNDATIONAL_EVIDENCE"", ""G04_REPRODUCIBLE_DEFINITION_AND_OPERATIONALIZATION"", ""G05_PUBLICATION_TIME"", ""G07_CURRENT_DATA_READY"", ""G11_DATA_QUALITY_PASS"", ""G12_NONCONSTANT"", ""G13_ENGLISH_FULLTEXT_FORMULA_EVIDENCE"", ""G14_INDEPENDENT_SECOND_REVIEW_APPROVAL""]",excluded,RECOVERED_GATE_FAILURE,exact_for_frozen_set_membership_not_original_per_gate_bytes,codex_session_log_nested_membership
EF0098,"{""G01_IN_SCOPE_ROLE"": true, ""G02_ARTICLE_LEVEL"": true, ""G03_PRIMARY_OR_FOUNDATIONAL_EVIDENCE"": false, ""G04_REPRODUCIBLE_DEFINITION_AND_OPERATIONALIZATION"": false, ""G05_PUBLICATION_TIME"": false, ""G06_NO_FUTURE_INFORMATION"": true, ""G07_CURRENT_DATA_READY"": false, ""G08_BIAS_GUARDRAIL"": true, ""G09_NO_FATAL_VALIDITY_CONCERN"": true, ""G10_OUTCOME_BLIND_SELECTION"": true, ""G11_DATA_QUALITY_PASS"": false, ""G12_NONCONSTANT"": false, ""G13_ENGLISH_FULLTEXT_FORMULA_EVIDENCE"": false, ""G14_INDEPENDENT_SECOND_REVIEW_APPROVAL"": false}","[""G03_PRIMARY_OR_FOUNDATIONAL_EVIDENCE"", ""G04_REPRODUCIBLE_DEFINITION_AND_OPERATIONALIZATION"", ""G05_PUBLICATION_TIME"", ""G07_CURRENT_DATA_READY"", ""G11_DATA_QUALITY_PASS"", ""G12_NONCONSTANT"", ""G13_ENGLISH_FULLTEXT_FORMULA_EVIDENCE"", ""G14_INDEPENDENT_SECOND_REVIEW_APPROVAL""]",excluded,RECOVERED_GATE_FAILURE,exact_for_frozen_set_membership_not_original_per_gate_bytes,codex_session_log_nested_membership
EF0099,"{""G01_IN_SCOPE_ROLE"": true, ""G02_ARTICLE_LEVEL"": true, ""G03_PRIMARY_OR_FOUNDATIONAL_EVIDENCE"": true, ""G04_REPRODUCIBLE_DEFINITION_AND_OPERATIONALIZATION"": false, ""G05_PUBLICATION_TIME"": true, ""G06_NO_FUTURE_INFORMATION"": true, ""G07_CURRENT_DATA_READY"": false, ""G08_BIAS_GUARDRAIL"": true, ""G09_NO_FATAL_VALIDITY_CONCERN"": true, ""G10_OUTCOME_BLIND_SELECTION"": true, ""G11_DATA_QUALITY_PASS"": false, ""G12_NONCONSTANT"": false, ""G13_ENGLISH_FULLTEXT_FORMULA_EVIDENCE"": false, ""G14_INDEPENDENT_SECOND_REVIEW_APPROVAL"": false}","[""G04_REPRODUCIBLE_DEFINITION_AND_OPERATIONALIZATION"", ""G07_CURRENT_DATA_READY"", ""G11_DATA_QUALITY_PASS"", ""G12_NONCONSTANT"", ""G13_ENGLISH_FULLTEXT_FORMULA_EVIDENCE"", ""G14_INDEPENDENT_SECOND_REVIEW_APPROVAL""]",excluded,RECOVERED_GATE_FAILURE,exact_for_frozen_set_membership_not_original_per_gate_bytes,codex_session_log_nested_membership
EF0100,"{""G01_IN_SCOPE_ROLE"": true, ""G02_ARTICLE_LEVEL"": true, ""G03_PRIMARY_OR_FOUNDATIONAL_EVIDENCE"": false, ""G04_REPRODUCIBLE_DEFINITION_AND_OPERATIONALIZATION"": false, ""G05_PUBLICATION_TIME"": false, ""G06_NO_FUTURE_INFORMATION"": true, ""G07_CURRENT_DATA_READY"": false, ""G08_BIAS_GUARDRAIL"": true, ""G09_NO_FATAL_VALIDITY_CONCERN"": true, ""G10_OUTCOME_BLIND_SELECTION"": true, ""G11_DATA_QUALITY_PASS"": false, ""G12_NONCONSTANT"": false, ""G13_ENGLISH_FULLTEXT_FORMULA_EVIDENCE"": false, ""G14_INDEPENDENT_SECOND_REVIEW_APPROVAL"": false}","[""G03_PRIMARY_OR_FOUNDATIONAL_EVIDENCE"", ""G04_REPRODUCIBLE_DEFINITION_AND_OPERATIONALIZATION"", ""G05_PUBLICATION_TIME"", ""G07_CURRENT_DATA_READY"", ""G11_DATA_QUALITY_PASS"", ""G12_NONCONSTANT"", ""G13_ENGLISH_FULLTEXT_FORMULA_EVIDENCE"", ""G14_INDEPENDENT_SECOND_REVIEW_APPROVAL""]",excluded,RECOVERED_GATE_FAILURE,exact_for_frozen_set_membership_not_original_per_gate_bytes,codex_session_log_nested_membership
EF0101,"{""G01_IN_SCOPE_ROLE"": true, ""G02_ARTICLE_LEVEL"": true, ""G03_PRIMARY_OR_FOUNDATIONAL_EVIDENCE"": false, ""G04_REPRODUCIBLE_DEFINITION_AND_OPERATIONALIZATION"": false, ""G05_PUBLICATION_TIME"": false, ""G06_NO_FUTURE_INFORMATION"": true, ""G07_CURRENT_DATA_READY"": false, ""G08_BIAS_GUARDRAIL"": true, ""G09_NO_FATAL_VALIDITY_CONCERN"": true, ""G10_OUTCOME_BLIND_SELECTION"": true, ""G11_DATA_QUALITY_PASS"": false, ""G12_NONCONSTANT"": false, ""G13_ENGLISH_FULLTEXT_FORMULA_EVIDENCE"": false, ""G14_INDEPENDENT_SECOND_REVIEW_APPROVAL"": false}","[""G03_PRIMARY_OR_FOUNDATIONAL_EVIDENCE"", ""G04_REPRODUCIBLE_DEFINITION_AND_OPERATIONALIZATION"", ""G05_PUBLICATION_TIME"", ""G07_CURRENT_DATA_READY"", ""G11_DATA_QUALITY_PASS"", ""G12_NONCONSTANT"", ""G13_ENGLISH_FULLTEXT_FORMULA_EVIDENCE"", ""G14_INDEPENDENT_SECOND_REVIEW_APPROVAL""]",excluded,RECOVERED_GATE_FAILURE,exact_for_frozen_set_membership_not_original_per_gate_bytes,codex_session_log_nested_membership
EF0102,"{""G01_IN_SCOPE_ROLE"": true, ""G02_ARTICLE_LEVEL"": true, ""G03_PRIMARY_OR_FOUNDATIONAL_EVIDENCE"": true, ""G04_REPRODUCIBLE_DEFINITION_AND_OPERATIONALIZATION"": false, ""G05_PUBLICATION_TIME"": true, ""G06_NO_FUTURE_INFORMATION"": true, ""G07_CURRENT_DATA_READY"": false, ""G08_BIAS_GUARDRAIL"": true, ""G09_NO_FATAL_VALIDITY_CONCERN"": true, ""G10_OUTCOME_BLIND_SELECTION"": true, ""G11_DATA_QUALITY_PASS"": false, ""G12_NONCONSTANT"": false, ""G13_ENGLISH_FULLTEXT_FORMULA_EVIDENCE"": false, ""G14_INDEPENDENT_SECOND_REVIEW_APPROVAL"": false}","[""G04_REPRODUCIBLE_DEFINITION_AND_OPERATIONALIZATION"", ""G07_CURRENT_DATA_READY"", ""G11_DATA_QUALITY_PASS"", ""G12_NONCONSTANT"", ""G13_ENGLISH_FULLTEXT_FORMULA_EVIDENCE"", ""G14_INDEPENDENT_SECOND_REVIEW_APPROVAL""]",excluded,RECOVERED_GATE_FAILURE,exact_for_frozen_set_membership_not_original_per_gate_bytes,codex_session_log_nested_membership
EF0103,"{""G01_IN_SCOPE_ROLE"": true, ""G02_ARTICLE_LEVEL"": true, ""G03_PRIMARY_OR_FOUNDATIONAL_EVIDENCE"": false, ""G04_REPRODUCIBLE_DEFINITION_AND_OPERATIONALIZATION"": false, ""G05_PUBLICATION_TIME"": false, ""G06_NO_FUTURE_INFORMATION"": true, ""G07_CURRENT_DATA_READY"": false, ""G08_BIAS_GUARDRAIL"": true, ""G09_NO_FATAL_VALIDITY_CONCERN"": true, ""G10_OUTCOME_BLIND_SELECTION"": true, ""G11_DATA_QUALITY_PASS"": false, ""G12_NONCONSTANT"": false, ""G13_ENGLISH_FULLTEXT_FORMULA_EVIDENCE"": false, ""G14_INDEPENDENT_SECOND_REVIEW_APPROVAL"": false}","[""G03_PRIMARY_OR_FOUNDATIONAL_EVIDENCE"", ""G04_REPRODUCIBLE_DEFINITION_AND_OPERATIONALIZATION"", ""G05_PUBLICATION_TIME"", ""G07_CURRENT_DATA_READY"", ""G11_DATA_QUALITY_PASS"", ""G12_NONCONSTANT"", ""G13_ENGLISH_FULLTEXT_FORMULA_EVIDENCE"", ""G14_INDEPENDENT_SECOND_REVIEW_APPROVAL""]",excluded,RECOVERED_GATE_FAILURE,exact_for_frozen_set_membership_not_original_per_gate_bytes,codex_session_log_nested_membership
EF0104,"{""G01_IN_SCOPE_ROLE"": true, ""G02_ARTICLE_LEVEL"": true, ""G03_PRIMARY_OR_FOUNDATIONAL_EVIDENCE"": false, ""G04_REPRODUCIBLE_DEFINITION_AND_OPERATIONALIZATION"": false, ""G05_PUBLICATION_TIME"": false, ""G06_NO_FUTURE_INFORMATION"": true, ""G07_CURRENT_DATA_READY"": false, ""G08_BIAS_GUARDRAIL"": true, ""G09_NO_FATAL_VALIDITY_CONCERN"": true, ""G10_OUTCOME_BLIND_SELECTION"": true, ""G11_DATA_QUALITY_PASS"": false, ""G12_NONCONSTANT"": false, ""G13_ENGLISH_FULLTEXT_FORMULA_EVIDENCE"": false, ""G14_INDEPENDENT_SECOND_REVIEW_APPROVAL"": false}","[""G03_PRIMARY_OR_FOUNDATIONAL_EVIDENCE"", ""G04_REPRODUCIBLE_DEFINITION_AND_OPERATIONALIZATION"", ""G05_PUBLICATION_TIME"", ""G07_CURRENT_DATA_READY"", ""G11_DATA_QUALITY_PASS"", ""G12_NONCONSTANT"", ""G13_ENGLISH_FULLTEXT_FORMULA_EVIDENCE"", ""G14_INDEPENDENT_SECOND_REVIEW_APPROVAL""]",excluded,RECOVERED_GATE_FAILURE,exact_for_frozen_set_membership_not_original_per_gate_bytes,codex_session_log_nested_membership
EF0105,"{""G01_IN_SCOPE_ROLE"": true, ""G02_ARTICLE_LEVEL"": true, ""G03_PRIMARY_OR_FOUNDATIONAL_EVIDENCE"": false, ""G04_REPRODUCIBLE_DEFINITION_AND_OPERATIONALIZATION"": false, ""G05_PUBLICATION_TIME"": false, ""G06_NO_FUTURE_INFORMATION"": true, ""G07_CURRENT_DATA_READY"": false, ""G08_BIAS_GUARDRAIL"": true, ""G09_NO_FATAL_VALIDITY_CONCERN"": true, ""G10_OUTCOME_BLIND_SELECTION"": true, ""G11_DATA_QUALITY_PASS"": false, ""G12_NONCONSTANT"": false, ""G13_ENGLISH_FULLTEXT_FORMULA_EVIDENCE"": false, ""G14_INDEPENDENT_SECOND_REVIEW_APPROVAL"": false}","[""G03_PRIMARY_OR_FOUNDATIONAL_EVIDENCE"", ""G04_REPRODUCIBLE_DEFINITION_AND_OPERATIONALIZATION"", ""G05_PUBLICATION_TIME"", ""G07_CURRENT_DATA_READY"", ""G11_DATA_QUALITY_PASS"", ""G12_NONCONSTANT"", ""G13_ENGLISH_FULLTEXT_FORMULA_EVIDENCE"", ""G14_INDEPENDENT_SECOND_REVIEW_APPROVAL""]",excluded,RECOVERED_GATE_FAILURE,exact_for_frozen_set_membership_not_original_per_gate_bytes,codex_session_log_nested_membership
EF0106,"{""G01_IN_SCOPE_ROLE"": true, ""G02_ARTICLE_LEVEL"": true, ""G03_PRIMARY_OR_FOUNDATIONAL_EVIDENCE"": true, ""G04_REPRODUCIBLE_DEFINITION_AND_OPERATIONALIZATION"": false, ""G05_PUBLICATION_TIME"": true, ""G06_NO_FUTURE_INFORMATION"": true, ""G07_CURRENT_DATA_READY"": false, ""G08_BIAS_GUARDRAIL"": true, ""G09_NO_FATAL_VALIDITY_CONCERN"": true, ""G10_OUTCOME_BLIND_SELECTION"": true, ""G11_DATA_QUALITY_PASS"": false, ""G12_NONCONSTANT"": false, ""G13_ENGLISH_FULLTEXT_FORMULA_EVIDENCE"": false, ""G14_INDEPENDENT_SECOND_REVIEW_APPROVAL"": false}","[""G04_REPRODUCIBLE_DEFINITION_AND_OPERATIONALIZATION"", ""G07_CURRENT_DATA_READY"", ""G11_DATA_QUALITY_PASS"", ""G12_NONCONSTANT"", ""G13_ENGLISH_FULLTEXT_FORMULA_EVIDENCE"", ""G14_INDEPENDENT_SECOND_REVIEW_APPROVAL""]",excluded,RECOVERED_GATE_FAILURE,exact_for_frozen_set_membership_not_original_per_gate_bytes,codex_session_log_nested_membership
